2021-03-21 22:46:48 INFO  service.PersonService:26 - [model.Tax{name='ПОдарок от бабушки', sum=21.599999999999998, taxType=GIFT_TAX}, model.Tax{name='Продажа авто', sum=900.0, taxType=SOLD_ITEM_TAX}]
2021-03-21 22:47:58 INFO  service.PersonService:26 - [model.Tax{name='Научная работа', sum=52.5, taxType=ROYALTIES_TAX}, model.Tax{name='Зарплата за декабрь ', sum=559.0, taxType=SALARY_TAX}, model.Tax{name='Зарплата за январь', sum=537.5, taxType=SALARY_TAX}, model.Tax{name='Зарплата за вевраль', sum=516.0, taxType=SALARY_TAX}, model.Tax{name='Зарплата за март', sum=576.2, taxType=SALARY_TAX}, model.Tax{name='Подработка ', sum=105.3, taxType=SALARY_SECOND_TAX}]
2021-03-21 22:48:01 INFO  service.PersonService:36 - [model.Tax{name='ПОдарок от бабушки', sum=21.599999999999998, taxType=GIFT_TAX}, model.Tax{name='в', sum=30.0, taxType=MONEY_TRANSFER_FROM_ABROAD_TAX}, model.Tax{name='Научная работа', sum=52.5, taxType=ROYALTIES_TAX}, model.Tax{name='Подработка ', sum=105.3, taxType=SALARY_SECOND_TAX}, model.Tax{name='Зарплата за вевраль', sum=516.0, taxType=SALARY_TAX}, model.Tax{name='Зарплата за январь', sum=537.5, taxType=SALARY_TAX}, model.Tax{name='Зарплата за декабрь ', sum=559.0, taxType=SALARY_TAX}, model.Tax{name='Зарплата за март', sum=576.2, taxType=SALARY_TAX}, model.Tax{name='Продажа авто', sum=900.0, taxType=SOLD_ITEM_TAX}]
2021-03-21 23:26:05 INFO  service.PersonService:26 - [model.Tax{name='Научная работа', sum=52.5, taxType=ROYALTIES_TAX}, model.Tax{name='Зарплата за декабрь ', sum=559.0, taxType=SALARY_TAX}, model.Tax{name='Зарплата за январь', sum=537.5, taxType=SALARY_TAX}, model.Tax{name='Зарплата за вевраль', sum=516.0, taxType=SALARY_TAX}, model.Tax{name='Зарплата за март', sum=576.2, taxType=SALARY_TAX}, model.Tax{name='Подработка ', sum=105.3, taxType=SALARY_SECOND_TAX}]
2021-03-21 23:26:23 INFO  service.PersonService:36 - [model.Tax{name='ПОдарок от бабушки', sum=21.599999999999998, taxType=GIFT_TAX}, model.Tax{name='в', sum=30.0, taxType=MONEY_TRANSFER_FROM_ABROAD_TAX}, model.Tax{name='Научная работа', sum=52.5, taxType=ROYALTIES_TAX}, model.Tax{name='Подработка ', sum=105.3, taxType=SALARY_SECOND_TAX}, model.Tax{name='Зарплата за вевраль', sum=516.0, taxType=SALARY_TAX}, model.Tax{name='Зарплата за январь', sum=537.5, taxType=SALARY_TAX}, model.Tax{name='Зарплата за декабрь ', sum=559.0, taxType=SALARY_TAX}, model.Tax{name='Зарплата за март', sum=576.2, taxType=SALARY_TAX}, model.Tax{name='Продажа авто', sum=900.0, taxType=SOLD_ITEM_TAX}]
2021-03-21 23:27:48 INFO  service.PersonService:36 - [model.Tax{name='ПОдарок от бабушки', sum=21.599999999999998, taxType=GIFT_TAX}, model.Tax{name='Перевод от кукловодов', sum=30.0, taxType=MONEY_TRANSFER_FROM_ABROAD_TAX}, model.Tax{name='Научная работа', sum=52.5, taxType=ROYALTIES_TAX}, model.Tax{name='Подработка ', sum=105.3, taxType=SALARY_SECOND_TAX}, model.Tax{name='Зарплата за вевраль', sum=516.0, taxType=SALARY_TAX}, model.Tax{name='Зарплата за январь', sum=537.5, taxType=SALARY_TAX}, model.Tax{name='Зарплата за декабрь ', sum=559.0, taxType=SALARY_TAX}, model.Tax{name='Зарплата за март', sum=576.2, taxType=SALARY_TAX}, model.Tax{name='Продажа авто', sum=900.0, taxType=SOLD_ITEM_TAX}]
2021-03-22 08:25:03 INFO  service.PersonService:26 - [model.Tax{name='ПОдарок от бабушки', sum=21.599999999999998, taxType=GIFT_TAX}, model.Tax{name='Продажа авто', sum=900.0, taxType=SOLD_ITEM_TAX}, model.Tax{name='Перевод от кукловодов', sum=30.0, taxType=MONEY_TRANSFER_FROM_ABROAD_TAX}]
2021-03-22 08:25:20 INFO  service.PersonService:26 - [model.Tax{name='Научная работа', sum=52.5, taxType=ROYALTIES_TAX}, model.Tax{name='Зарплата за декабрь ', sum=559.0, taxType=SALARY_TAX}, model.Tax{name='Зарплата за январь', sum=537.5, taxType=SALARY_TAX}, model.Tax{name='Зарплата за вевраль', sum=516.0, taxType=SALARY_TAX}, model.Tax{name='Зарплата за март', sum=576.2, taxType=SALARY_TAX}, model.Tax{name='Подработка ', sum=105.3, taxType=SALARY_SECOND_TAX}]
2021-03-22 08:25:35 INFO  service.PersonService:36 - [model.Tax{name='ПОдарок от бабушки', sum=21.599999999999998, taxType=GIFT_TAX}, model.Tax{name='Перевод от кукловодов', sum=30.0, taxType=MONEY_TRANSFER_FROM_ABROAD_TAX}, model.Tax{name='Научная работа', sum=52.5, taxType=ROYALTIES_TAX}, model.Tax{name='Подработка ', sum=105.3, taxType=SALARY_SECOND_TAX}, model.Tax{name='Зарплата за вевраль', sum=516.0, taxType=SALARY_TAX}, model.Tax{name='Зарплата за январь', sum=537.5, taxType=SALARY_TAX}, model.Tax{name='Зарплата за декабрь ', sum=559.0, taxType=SALARY_TAX}, model.Tax{name='Зарплата за март', sum=576.2, taxType=SALARY_TAX}, model.Tax{name='Продажа авто', sum=900.0, taxType=SOLD_ITEM_TAX}]
2021-03-22 11:56:02 INFO  PersonService:29 - []
2021-03-22 11:56:15 INFO  PersonService:29 - [model.Tax{name='Научная работа', sum=52.5, taxType=ROYALTIES_TAX}, model.Tax{name='Зарплата за декабрь ', sum=559.0, taxType=SALARY_TAX}, model.Tax{name='Зарплата за январь', sum=537.5, taxType=SALARY_TAX}, model.Tax{name='Зарплата за вевраль', sum=516.0, taxType=SALARY_TAX}, model.Tax{name='Зарплата за март', sum=576.2, taxType=SALARY_TAX}, model.Tax{name='Подработка ', sum=105.3, taxType=SALARY_SECOND_TAX}]
